Id,SalePrice
9461,313902.44
105,4081787.2
7331,25452.05
4711,861000.2
7943,6047170.5
4344,618166460.0
9931,25486.133
8908,1167256.4
6009,1167244.9
10366,861480.1
8847,119948160.0
8977,119948160.0
602,1160890.2
4596,119947920.0
6610,141066.38
6491,1161205.5
7993,9378040.0
22,2932185.8
3436,1161041.8
5119,313788.44
4878,1167240.5
9460,2932690.2
930,119947736.0
6191,1167245.6
2385,140978.1
4959,141031.88
8454,1161310.2
3596,908747.75
5301,313793.2
2398,140978.36
1860,4081936.2
8141,1167253.2
8146,908781.44
6870,141071.8
4706,6046895.5
3630,1167235.6
6527,4082332.5
3589,4082083.0
10052,1167260.8
10522,861493.2
7665,908777.9
8794,141112.02
653,1167223.9
8214,9378052.0
4426,141020.75
2216,140974.58
3193,908744.94
4249,9377840.0
3219,908745.1
7734,25457.33
7653,2932594.0
4673,141025.9
6360,1167246.2
10498,119948250.0
5889,6046995.0
10065,1167261.0
2374,908738.8
6458,313823.56
8577,313879.25
10335,6047372.5
353,618166300.0
6246,141058.77
7194,861210.8
9012,1167256.8
7647,1167251.2
836,1160902.8
7476,4082412.8
603,860651.6
2698,119947820.0
7338,141081.6
6842,1161224.0
9370,313900.06
7979,313863.5
10179,6047359.5
1245,313686.72
2477,119947816.0
4846,313781.25
1738,2932277.8
4508,313772.34
7431,908776.1
10541,9378177.0
8616,313880.25
4444,9377850.0
980,860683.7
5373,1161145.5
3171,25397.516
10492,4082668.8
5991,9377932.0
8897,861355.44
3063,908743.94
9412,6047294.0
9431,141125.31
9604,313906.2
9467,1167258.5
69,1160862.0
6278,25438.252
8572,861327.8
6456,908768.94
6167,861123.75
9207,1167257.5
7153,1167249.5
10282,25490.734
8100,4082465.8
3860,25406.55
9843,618166800.0
1111,140951.5
2138,140972.94
10354,141144.62
1982,140969.69
2742,25391.89
7887,2932606.2
327,618166300.0
9365,861395.06
9262,141121.8
7836,313859.78
1741,25378.77
1185,618166340.0
4084,618166460.0
4691,9377864.0
4179,141015.61
7336,1161250.5
8574,119948136.0
9840,25484.943
204,2932195.5
917,119947736.0
7086,4082380.2
10502,9378174.0
807,4081847.2
3711,141005.81
6913,313835.56
1089,313682.56
733,860662.6
7033,6047092.5
4285,908753.0
1536,618166340.0
4826,1167240.2
3018,618166400.0
2797,618166400.0
2598,9377752.0
8819,861348.75
657,119947710.0
8648,1167255.2
8262,119948130.0
3675,2932381.2
1268,119947760.0
5685,1161162.1
3668,618166400.0
9306,9378110.0
4987,908758.06
8539,9378070.0
701,25365.14
1402,9377688.0
8646,4082512.0
9428,1167258.4
1176,140952.84
5473,6046960.0
8915,313888.12
10266,2932733.2
6911,908772.25
9997,6047344.0
10197,861465.7
3261,9377787.0
5540,618166500.0
10150,313920.53
6260,119948020.0
10625,1161426.2
4615,6046887.5
6637,119948050.0
9822,119948210.0
1568,908732.75
2081,4081955.0
8632,6047228.5
307,908723.7
5577,6046969.5
2104,9377726.0
2403,9377742.0
846,4081850.5
7518,1161260.1
8564,313878.94
4200,4082135.0
6510,313824.97
7105,119948060.0
8866,6047247.5
9351,1161358.1
2531,2932319.8
3414,908746.6
4962,2932449.8
507,6046539.5
2760,1161005.8
4827,1161116.2
7866,4082446.5
4143,2932406.0
5293,618166500.0
234,6046516.5
8547,141106.88
8114,618166700.0
10649,618166800.0
9395,2932686.8
1472,1167227.0
7675,861251.7
1682,860743.06
203,908722.75
8249,119948130.0
1797,1167228.4
1026,25369.398
6862,9377979.0
976,4081861.5
477,2932210.0
423,119947704.0
967,860682.5
6398,618166660.0
7473,9378012.0
8463,6047214.0
6188,6047021.0
209,4081796.2
10213,908796.5
9595,4082592.8
1512,1160938.9
1202,140953.39
6493,141063.94
7843,1161277.6
8339,141102.52
4035,860942.75
10167,4082641.0
9223,141120.98
2506,313719.8
3084,1167233.5
2589,618166400.0
3834,25406.21
7479,1161258.1
2144,25384.059
3628,4082086.5
4307,1161088.5
2407,618166340.0
6283,1161194.2
4763,861004.7
6061,1167245.1
7999,1161286.0
2185,4081964.2
2446,618166340.0
2307,140976.45
4221,2932410.2
6195,119948010.0
4609,119947940.0
996,908728.7
4941,4082197.8
4892,1161119.8
266,140933.81
3517,119947870.0
6238,9377946.0
9779,1167259.5
2863,1167232.5
7795,908778.8
5546,908762.1
8540,25467.902
7269,618166660.0
1874,618166340.0
2757,4082012.8
10516,25493.8
10581,25494.652
3243,140996.03
4654,6046891.0
9912,141135.38
6262,2932519.2
650,6046551.0
1539,860731.0
5793,908764.06
6066,908766.06
1535,4081908.8
5783,9377922.0
447,860638.44
2942,1161015.5
5241,618166500.0
8096,313866.62
1389,9377687.0
1459,1167227.0
5198,9377891.0
6904,4082364.8
4114,141014.22
4675,908755.8
9463,25479.992
9667,908792.6
5925,313809.62
8852,25471.986
2340,6046694.5
7968,25460.398
10598,1167263.0
994,140949.05
3533,313746.78
8028,119948120.0
7768,119948104.0
6332,4082315.8
1612,6046632.5
7880,618166660.0
8328,908782.75
5078,908758.94
6633,1167247.4
7596,1161264.4
5764,861089.56
7614,2932591.5
8649,1161320.8
9959,4082623.2
7351,141081.86
654,1160893.1
3769,25405.355
9505,618166700.0
4889,4082193.8
959,313679.2
8714,1161324.1
3010,119947840.0
5019,4082204.8
2034,140970.78
5339,2932470.0
2027,25382.525
8907,618166700.0
308,2932201.0
6063,861114.9
7644,6047145.0
8221,861297.94
9297,618166700.0
2695,1161002.2
2180,2932300.8
3604,1167235.4
6765,861174.44
7550,313852.25
4313,313767.25
9624,1161372.9
2290,618166400.0
7146,2932566.8
8223,119948130.0
3987,2932397.5
10495,1161419.6
9998,4082627.2
1154,313684.3
9831,1167259.8
1492,313693.22
5443,2932475.8
4414,119947920.0
3695,1167235.9
6735,4082350.2
9402,1167258.2
9142,1167257.2
10157,1161401.4
6362,861140.25
5647,861079.56
2502,140980.53
2806,9377763.0
8145,119948120.0
3886,25406.89
8125,6047185.5
185,1167222.0
6760,6047069.5
3309,119947860.0
8996,6047259.5
9027,861366.4
3100,140993.02
8117,861289.2
7212,313843.44
2944,140989.78
5765,141048.72
4800,1167240.2
2547,25389.34
8314,119948130.0
9157,861377.44
8240,9378054.0
10035,25487.496
8090,1161290.8
6156,119948010.0
7346,4082401.8
3332,1161036.4
8726,1167255.5
6707,25443.871
9391,861397.25
1789,908734.44
2435,1160988.2
9587,141128.58
8460,313876.12
829,313675.78
4736,1161111.5
6492,861151.25
3110,1167233.5
9017,908787.8
6900,313835.2
4567,1161102.2
6871,119948056.0
7284,1161247.6
3251,4082054.5
9813,9378138.0
2620,119947820.0
5332,618166500.0
7984,618166800.0
6210,2932516.2
817,9377657.0
8767,861344.3
551,860647.25
5862,25432.793
358,119947700.0
2273,9377734.0
549,1167223.5
10212,119948220.0
9795,141132.94
5688,119947980.0
5539,4082248.8
7421,9378009.0
8058,9378044.0
5385,1167242.5
8224,908781.94
10178,25489.375
1538,1160940.4
7890,25459.371
2480,313719.16
5142,119947960.0
9369,2932685.8
10667,119948250.0
4622,119947940.0
3262,25398.71
4235,313765.25
10029,141137.81
1703,6046640.5
5196,2932462.5
6368,9377952.0
4236,9377839.0
1546,25376.219
2444,6046703.5
6272,141059.33
7048,618166660.0
4103,908751.56
6764,1161219.9
9441,1167258.4
7304,9378004.0
6961,141073.7
8400,618166700.0
10467,618166800.0
9344,313899.38
4674,119947940.0
7014,119948060.0
3331,1167234.5
5308,1161142.0
4118,313762.16
1817,313701.7
8351,861309.06
7756,908778.56
6746,25444.387
10672,25495.844
6869,861183.3
8738,618166700.0
9948,1167260.2
766,25365.99
280,119947700.0
9932,6047338.5
9721,313909.3
7032,25448.127
6089,861117.06
6003,313811.62
851,140946.06
8092,141097.34
9356,2932685.2
10715,1167263.4
8372,6047206.5
1104,25370.422
9580,25481.531
8531,1167254.8
2775,140986.25
1896,9377714.0
9162,313894.6
601,1167223.8
1590,1160943.4
1290,1167226.5
4581,860989.1
0,6046496.5
5953,25433.988
10326,1161410.4
3644,1161053.0
501,119947704.0
9964,141136.45
9499,2932692.5
3925,25407.398
3057,618166400.0
1895,313703.75
1237,618166340.0
4339,313767.94
8330,313872.75
9315,119948180.0
4552,618166500.0
10556,6047392.0
8830,1167256.0
4224,25411.328
4888,6046911.5
4378,313769.0
1201,860702.3
8275,119948130.0
6007,4082288.8
8294,6047199.5
4144,313762.8
2232,2932303.8
7532,861239.5
6180,861124.9
7927,313862.2
7586,119948100.0
6859,908771.94
7659,618166660.0
6343,25439.1
2711,119947820.0
6080,2932509.8
10670,313934.22
7234,141079.42
5437,1167242.8
1804,313701.38
7800,6047158.0
7923,141093.83
8535,119948136.0
5455,908761.5
1443,6046618.0
1484,618166340.0
2277,618166340.0
2425,119947816.0
3046,1161021.0
1038,9377668.0
9054,141117.45
4655,4082173.8
4067,9377831.0
7238,313844.12
2662,313723.88
9981,313916.12
7893,618166660.0
6795,2932548.2
5456,2932476.2
7998,1167252.8
606,908725.75
314,618166300.0
1495,6046622.5
1563,1167227.5
3859,9377820.0
1736,119947784.0
1702,25378.26
9735,9378134.0
3192,119947860.0
1377,25373.998
4031,4082120.8
2930,860849.06
7116,861204.2
8302,908782.56
177,908722.6
6104,119948010.0
3545,2932374.0
398,908724.25
3498,4082075.2
2685,119947820.0
4265,4082140.5
1453,313692.2
3465,119947860.0
7251,313844.44
2187,1167229.9
6783,313832.12
1999,313706.5
1469,6046621.5
4291,4082142.8
5336,141039.75
6461,6047044.5
1728,25378.604
1178,908730.06
3384,1161039.1
9076,618166700.0
3282,140996.84
1238,1167226.2
740,25365.652
4527,1167239.0
2831,313728.34
1324,9377684.0
8178,4082472.8
3957,860936.25
5321,1161142.8
5441,119947970.0
10042,141138.12
6829,1161223.4
2683,860828.1
758,1160898.8
8199,2932623.0
6662,141067.47
7294,4082397.2
10231,6047364.5
1490,908732.2
4794,313779.88
6981,6047088.5
4172,25410.64
4788,1161114.2
10047,9378151.0
8933,618166700.0
5451,1161149.8
8718,908785.56
10093,861456.8
274,4081802.2
6405,2932526.8
6251,9377947.0
6422,6047041.5
5938,313809.97
2874,4082022.8
10198,141141.38
4348,141019.12
4853,1161117.6
2705,4082008.2
10610,618166800.0
7345,6047119.0
8475,25467.043
8843,1167256.0
9621,4082595.2
3564,618166400.0
5083,6046927.5
7605,6047141.5
121,1160864.6
3841,141008.53
4539,618166500.0
9734,313909.62
2725,908741.4
862,1160904.2
2896,313730.06
4197,9377836.0
2378,25387.121
6225,9377946.0
10527,313930.44
5254,618166500.0
2903,1161013.4
8241,25463.977
8879,6047248.5
3763,141006.89
33,119947680.0
6130,119948010.0
8301,119948130.0
10277,119948240.0
738,313673.4
597,25363.781
4043,6046839.5
8510,908784.0
1096,1160916.8
9674,618166700.0
1137,140952.03
3624,313749.16
8997,4082542.0
94,1167221.8
8666,908785.3
1709,140964.0
3198,6046767.5
10724,25496.527
5859,2932497.5
9774,9378136.0
6934,861188.8
6790,1161221.2
8671,6047231.5
10640,141150.58
6801,618166660.0
395,860633.94
277,1160873.0
9638,861418.2
236,618166300.0
7241,6047110.5
6501,4082330.5
3166,119947860.0
4129,908751.8
4261,313765.94
9107,119948180.0
2907,908742.7
10425,25492.611
9619,25482.041
4308,860966.06
9917,9378143.0
7654,313855.0
2738,908741.56
5115,141035.16
205,313659.4
8731,908785.75
3490,141001.19
9582,4082591.8
4121,6046845.5
9236,141121.25
9313,861390.7
6529,1167247.0
8219,1167253.6
8707,313882.7
8613,119948140.0
9827,25484.766
1594,908733.06
6705,313830.06
4193,119947900.0
5918,1167244.5
7213,9378000.0
5393,9377901.0
1103,9377672.0
1837,1160956.2
160,1160866.6
9771,908793.44
7375,1161252.5
2464,119947816.0
1420,1167226.9
8299,861304.6
8474,9378068.0
1721,860746.5
4430,313770.34
3782,25405.527
2905,140988.95
6439,1161202.4
1012,9377667.0
6264,9377948.0
10605,313932.56
3358,1161037.8
8875,2932659.2
2881,908742.6
8227,9378052.0
9934,618166700.0
4254,1167238.0
10719,119948250.0
3387,119947860.0
6144,908766.75
7767,141090.53
8604,9378072.0
9611,1161372.0
6864,6047078.5
7052,141075.62
6534,908769.5
3735,1161057.8
1100,908729.4
10275,861472.25
9558,1167258.8
6542,1167247.0
2657,860825.94
5768,2932493.0
8960,1167256.5
6526,6047049.5
3326,9377790.0
10454,618166800.0
6124,4082298.5
4942,618166500.0
10635,4082680.8
8060,6047179.5
3338,313741.7
7411,4082407.2
7900,2932606.8
4147,6046848.5
10165,25489.197
969,119947736.0
6196,908767.06
3943,1161069.0
325,6046522.5
1326,6046608.5
4950,313784.0
5694,6046980.0
5450,1167242.6
10175,2932728.8
1500,860727.8
6213,25437.39
5062,861029.94
8947,1167256.4
11,9377613.0
3342,4082062.2
8175,9378051.0
6861,313834.2
2306,860796.06
4766,908756.44
9113,6047268.5
10479,4082667.8
10393,141145.42
7920,1167252.4
7845,141092.19
5881,861099.5
396,140936.53
5135,6046931.5
10591,2932751.2
1655,1160946.8
9521,861408.3
1081,618166340.0
1017,1167225.4
985,313679.88
10305,2932735.8
7553,6047137.5
8285,1161301.2
3733,618166500.0
6846,908771.94
5986,141053.34
1916,860763.06
8708,9378078.0
10237,141142.17
7563,313852.62
3059,1161021.8
1979,1167229.0
7273,141080.23
8361,618166700.0
9303,908790.06
6298,141059.88
5903,4082279.8
5087,1161130.1
1939,618166340.0
8545,1161315.2
6706,9377972.0
7785,9378030.0
7639,908777.7
9732,908793.06
774,119947710.0
4964,9377879.0
166,313658.38
9882,618166700.0
4725,141027.0
2278,1167230.4
10590,908799.4
2715,9377758.0
810,1160901.4
3146,6046762.5
8022,4082459.8
1587,4081913.2
8425,4082493.8
4664,313776.5
1355,1167226.5
3521,9377802.0
8627,908785.0
3425,140999.83
9845,1161384.8
3392,25400.41
5537,25428.535
4347,860969.25
6734,6047067.5
5337,119947960.0
3280,1161033.5
5699,861084.1
7922,861272.7
6741,119948030.0
6926,313835.88
10273,1167261.6
5837,6046991.0
7634,1167251.2
1476,119947760.0
2925,6046743.5
7285,861218.56
10453,4082665.8
165,2932193.2
2854,119947840.0
1191,908730.2
3347,140998.22
2518,2932319.0
3696,1161055.8
2875,618166400.0
9665,141130.22
10085,313918.88
9488,9378121.0
9503,6047302.5
4081,25409.45
3078,313734.8
4184,9377836.0
10509,861492.06
8899,119948160.0
4518,119947920.0
7561,908777.06
8264,2932626.2
3532,2932373.2
2481,9377746.0
2995,860854.56
8896,1161333.9
942,140947.94
8004,2932612.5
3755,9377814.0
313,4081805.5
707,860660.56
5204,1161136.5
10192,6047360.5
1345,140956.36
1189,140953.11
7057,9377991.0
3869,908749.9
4316,6046862.0
2214,1160976.5
8724,4082519.2
7387,1167250.4
8844,1161331.0
6113,1167245.2
315,1167222.5
1829,2932282.2
2054,6046670.5
6827,618166660.0
8793,861346.5
2613,6046718.5
8371,25465.688
6490,1167246.8
9255,25477.27
9206,618166700.0
6265,25438.08
2537,618166340.0
3531,908747.4
1533,25376.047
5458,9377904.0
9478,4082583.2
5259,119947960.0
5555,1161155.2
9001,861364.2
7776,618166660.0
922,25368.041
3040,9377774.0
101,313656.66
1929,860764.2
8598,861329.94
9548,141127.78
3469,9377799.0
10162,2932728.0
7825,25458.523
6026,119948010.0
8121,2932618.8
4011,119947896.0
1044,1160914.0
7576,313852.97
5977,313811.0
1194,9377678.0
7089,1161237.2
8112,6047184.5
6500,6047047.5
7753,861258.3
1056,1167225.2
547,4081824.8
77,25356.957
3440,908746.8
5770,9377922.0
88,313656.3
10506,618166800.0
5527,618166500.0
6587,2932537.0
1876,1160958.5
10080,861455.7
716,4081839.2
9240,313896.66
10209,1161404.1
5133,9377888.0
5771,25431.602
8995,25473.863
1231,2932250.5
1141,313683.94
7357,25452.393
2923,9377770.0
9275,141122.08
4982,1167240.8
6001,908765.6
3904,1161066.9
6680,9377970.0
9185,119948180.0
6482,908769.06
3561,25402.639
4126,860950.5
4389,908753.6
9294,25477.781
5932,1161175.4
4104,2932404.0
8287,141101.42
9325,1161356.8
3141,908744.56
9852,9378140.0
2475,860810.5
9015,141116.64
9512,2932693.0
9049,4082546.2
6424,618166660.0
4619,1161105.2
2900,4082024.5
599,4081829.2
5237,9377894.0
3661,908748.3
2020,860771.94
7777,1167251.8
7801,4082441.0
2880,119947840.0
6593,618166660.0
4096,4082126.0
5182,908759.56
870,25367.36
9708,313908.94
8642,313880.94
5790,861091.8
4805,908756.7
2551,1167231.4
7509,908776.7
8010,618166660.0
580,908725.7
225,1160870.2
4053,313760.44
2294,140976.2
6940,9377984.0
1179,2932247.2
10155,618166800.0
9225,908789.44
4087,860947.25
10336,4082655.8
1019,860686.94
7525,9378016.0
10102,4082636.2
6896,141072.34
5037,141033.52
1020,140949.58
6428,141062.56
8849,2932657.8
5157,2932460.2
9075,4082548.2
8405,119948130.0
9818,1167259.8
1814,119947790.0
7283,1167250.0
2265,1167230.2
2118,25383.715
2744,4082011.5
6110,6047015.0
2564,1167231.4
10519,618166800.0
1813,140966.16
3370,1167234.5
10303,119948230.0
6477,1167246.8
1596,313695.9
9238,908789.5
10204,25489.709
8926,908787.2
8958,4082538.2
9623,1167259.2
5166,861038.75
5731,9377919.0
8799,9378083.0
5400,861058.56
705,1167224.0
10722,313935.56
6806,119948050.0
4778,119947940.0
3367,6046781.5
2870,313729.38
4599,313774.8
3855,119947890.0
6624,119948030.0
3245,908745.3
1997,908736.06
2832,9377764.0
4553,1167239.1
4793,2932440.8
7383,25452.73
2895,2932339.2
10219,4082645.8
168,25358.152
5123,4082213.2
2689,9377756.0
9298,1167257.8
8621,618166700.0
10334,25491.416
5781,2932493.8
7248,119948080.0
4226,4082137.2
4855,141029.72
7352,119948080.0
1796,618166340.0
5579,618166500.0
2240,1160977.9
8640,908785.06
29,1167221.5
5030,25421.89
7706,313856.34
10103,618166700.0
8586,141107.66
3250,6046772.0
4649,908755.7
699,313672.38
9915,2932714.8
2400,908739.0
10131,1161400.0
7852,6047162.0
5290,25425.295
10332,313925.38
9063,618166700.0
5032,4082205.8
1606,119947770.0
4718,25417.797
7433,313849.2
5621,861077.44
2710,140984.88
2423,860806.06
10419,141145.97
1400,2932259.0
8827,6047245.0
7997,618166660.0
9098,9378100.0
5995,618166500.0
8948,1161336.8
9926,119948216.0
6494,119948030.0
7637,141087.84
7002,908772.9
10232,4082646.8
8697,6047234.0
8245,1167253.6
8011,1167252.8
3506,2932372.0
7613,908777.56
2406,4081983.0
10720,908800.3
4717,9377865.0
9350,1167258.1
7442,141083.78
10409,2932741.2
3864,1167236.5
9939,119948216.0
8683,25469.77
275,618166300.0
4258,119947910.0
3213,618166400.0
6681,25443.527
8055,908780.7
5500,4082245.2
2389,313716.75
3048,140991.94
2035,119947790.0
7657,6047145.5
4398,1161093.4
8412,4082492.8
5721,4082264.0
7026,141075.1
4013,2932399.0
1735,140964.52
1574,4081912.0
7327,908775.25
8829,618166700.0
8771,2932653.5
10285,618166800.0
3133,6046762.0
1006,860685.8
9751,4082606.2
4417,313770.0
3004,4082033.2
1892,119947790.0
7909,861271.5
426,313665.2
9995,9378148.0
385,908724.2
5126,1161132.2
5245,141037.86
1532,9377694.0
6920,1161228.0
10116,618166700.0
4489,1161098.2
3246,2932358.0
5029,9377882.0
1903,860761.94
6391,908768.44
1599,6046631.5
678,618166300.0
665,618166300.0
3547,9377802.0
4483,9377852.0
3001,9377773.0
708,140943.05
10346,9378166.0
4046,1167237.2
6950,908772.6
474,140938.16
6645,618166660.0
1502,119947770.0
9442,1161363.2
2801,140986.8
1985,2932290.5
9319,9378111.0
2602,618166400.0
4301,9377843.0
4974,908758.06
9936,1161389.5
1788,119947790.0
3520,313746.47
4861,25419.672
1444,4081901.0
4057,4082122.8
3917,1161067.5
4505,119947920.0
9741,1161379.0
2707,1167231.9
8716,141110.38
4882,119947940.0
5224,9377892.0
3761,1161059.2
9302,119948180.0
4077,908751.44
5998,861109.44
6688,141068.03
2426,908739.2
9486,2932691.5
10414,4082662.2
8421,313875.12
6548,2932534.8
8297,1167253.8
9773,313910.7
1850,1160957.0
5457,313797.3
6957,618166660.0
6511,9377960.0
8795,119948140.0
8455,861317.8
6189,4082304.2
76,9377617.0
7627,2932592.2
5547,2932481.2
9528,25480.852
8074,4082463.8
894,313677.5
2945,119947840.0
577,860649.44
5548,313799.72
6092,908766.2
7417,119948080.0
455,6046534.5
2337,313715.38
4199,6046852.5
5063,141034.03
2119,6046676.5
8075,618166700.0
6475,4082328.2
6536,313825.7
1950,6046661.5
6048,1167245.0
2472,618166340.0
1365,6046612.0
7043,313838.94
7266,25451.2
8765,1167255.8
2910,9377768.0
7696,6047149.0
8373,4082489.2
3476,860895.3
3086,860862.3
10713,4082687.5
9401,618166800.0
1547,6046626.5
8920,618166700.0
4244,141016.95
8742,141110.92
10504,6047387.0
10172,141140.81
7436,6047126.5
10662,618166800.0
9183,861379.6
1197,4081880.5
6017,9377935.0
6372,618166660.0
9432,119948184.0
9380,119948184.0
9279,313897.7
4418,9377849.0
2338,9377738.0
3368,4082064.2
175,140931.9
7496,908776.75
7882,1161279.5
6006,6047005.5
4683,1167239.6
6441,141062.84
340,618166300.0
10448,2932743.0
6455,119948030.0
4337,908753.3
5680,25430.406
10100,25488.348
899,618166400.0
3638,9377808.0
1917,140968.31
7059,6047095.5
8246,1161299.2
3539,1167235.2
5162,4082217.0
3113,140993.31
5638,2932486.2
742,4081841.8
7151,4082385.2
6586,908769.9
4394,6046868.5
62,313655.66
9132,141119.08
1127,2932244.8
9177,25476.25
3450,860893.3
2861,4082021.2
7200,9377998.0
7951,908779.94
4242,1161085.0
3423,1161041.2
10525,908798.9
9669,313907.88
4773,618166500.0
7961,861275.94
7938,908779.8
9059,9378098.0
5963,2932503.2
5911,2932500.2
9242,25477.098
10364,1167261.9
5739,141048.17
4960,119947940.0
9003,119948160.0
3606,860906.5
1972,2932290.0
6903,6047082.5
7976,119948120.0
4642,4082172.2
5564,6046968.0
9111,9378100.0
2250,4081969.8
6322,1161196.2
9147,908788.7
5229,1167241.9
2237,4081968.8
8109,313866.94
10380,141145.16
4572,2932428.8
5660,861080.75
8906,4082534.2
3274,9377788.0
5108,25422.91
7969,6047173.0
9171,141119.88
10563,119948250.0
5503,1161152.5
3257,119947860.0
1600,4081914.0
1110,860694.7
9677,861421.56
370,140935.98
1195,25371.613
7166,1167249.5
392,618166300.0
442,6046533.5
3194,2932355.2
10568,25494.48
4822,25419.164
3915,618166400.0
8201,9378052.0
8734,9378081.0
10309,6047370.5
1008,119947740.0
8485,2932638.2
181,25358.324
5592,618166500.0
5817,141049.8
317,860627.44
5327,313793.94
2171,6046680.5
5671,1167243.5
5462,618166500.0
3102,908744.25
9094,119948170.0
3979,4082116.2
9145,141119.34
4341,25412.854
938,618166340.0
6503,1167246.8
2082,618166340.0
2460,1167231.0
5105,2932457.8
7149,25449.664
4587,9377858.0
8478,618166800.0
1542,908732.56
7392,908775.9
1450,119947760.0
5486,6046961.5
1406,618166340.0
7075,1167249.0
4598,2932430.5
8038,1161288.0
2114,908736.94
