asd,name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
8313,SADOVAYA,2011,35340,817,11266,94012,857700.0,140200.0
8688,HARPER,2009,23851,1089,4068,69283,1168500.0,1159200.0
9252,EXILLON,2014,68630,687,10513,119065,911300.0,2932000.0
6185,CALATRAVA,2015,68095,661,7154,130446,2932000.0,313200.0
8797,PGODLEW,2014,68630,687,10513,119065,911300.0,2932000.0
8167,CZTOREBKA,2008,24380,865,9160,48498,618163200.0,1168500.0
1011,MOL,2015,68095,661,7154,130446,2932000.0,313200.0
10689,IDMSAPL,2008,24380,865,9160,48498,618163200.0,1168500.0
1861,EMAX,2007,16086,610,2677,41013,4073400.0,618163200.0
1942,EKODROB,2010,32046,1038,5461,80418,1159200.0,857700.0
5863,DINOPL,2005,12126,520,1723,30845,9262800.0,6026400.0
3625,HTLSTREFA,2016,74044,751,10353,143526,313200.0,9377600.0
3731,WARIMPEX,2005,12126,520,1723,30845,9262800.0,6026400.0
8144,ADIUVO,2011,35340,817,11266,94012,857700.0,140200.0
8045,ABADONRE,2016,74044,751,10353,143526,313200.0,9377600.0
5549,GRAVITON,2016,74044,751,10353,143526,313200.0,9377600.0
3025,ATLANTAPL,2014,68630,687,10513,119065,911300.0,2932000.0
331,JUTRZENKA,2011,35340,817,11266,94012,857700.0,140200.0
9704,WDX,2011,35340,817,11266,94012,857700.0,140200.0
10507,KPBP-BICK,2008,24380,865,9160,48498,618163200.0,1168500.0
5602,PLAYWAY,2017,74142,659,9388,148860,9377600.0,25500.0
2812,ELEKTRIM,2009,23851,1089,4068,69283,1168500.0,1159200.0
2394,WILBO,2007,16086,610,2677,41013,4073400.0,618163200.0
3468,FAMUR,2015,68095,661,7154,130446,2932000.0,313200.0
467,PBG,2017,74142,659,9388,148860,9377600.0,25500.0
10383,COMPENSA,2014,68630,687,10513,119065,911300.0,2932000.0
3019,ATLANTAPL,2008,24380,865,9160,48498,618163200.0,1168500.0
5846,STARHEDGE,2014,68630,687,10513,119065,911300.0,2932000.0
8647,KBDOM,2007,16086,610,2677,41013,4073400.0,618163200.0
9703,WDX,2010,32046,1038,5461,80418,1159200.0,857700.0
3536,HELIO,2005,12126,520,1723,30845,9262800.0,6026400.0
811,KREDYTB,2010,32046,1038,5461,80418,1159200.0,857700.0
5919,TATRY,2009,23851,1089,4068,69283,1168500.0,1159200.0
6644,BIK,2006,12720,624,1914,37316,6026400.0,4073400.0
7231,ENTER,2008,24380,865,9160,48498,618163200.0,1168500.0
3297,ZASTAL,2013,62308,673,14845,119491,119939300.0,911300.0
7987,VIVID,2010,32046,1038,5461,80418,1159200.0,857700.0
3952,TELL,2005,12126,520,1723,30845,9262800.0,6026400.0
714,BANKBPH,2017,74142,659,9388,148860,9377600.0,25500.0
1822,ATMGRUPA,2007,16086,610,2677,41013,4073400.0,618163200.0
4094,MISPOL,2017,74142,659,9388,148860,9377600.0,25500.0
5630,TSGAMES,2006,12720,624,1914,37316,6026400.0,4073400.0
3333,NEWWORLDR,2010,32046,1038,5461,80418,1159200.0,857700.0
1116,POLNORD,2016,74044,751,10353,143526,313200.0,9377600.0
2392,WILBO,2005,12126,520,1723,30845,9262800.0,6026400.0
6621,SOPHARMA,2009,23851,1089,4068,69283,1168500.0,1159200.0
2889,IZNS,2008,24380,865,9160,48498,618163200.0,1168500.0
2959,ERG,2013,62308,673,14845,119491,119939300.0,911300.0
6600,SKARBIEC,2014,68630,687,10513,119065,911300.0,2932000.0
4813,INTROL,2008,24380,865,9160,48498,618163200.0,1168500.0
367,ECHO,2008,24380,865,9160,48498,618163200.0,1168500.0
5101,BAKALLAND,2010,32046,1038,5461,80418,1159200.0,857700.0
5118,TERESA,2014,68630,687,10513,119065,911300.0,2932000.0
7395,KANIA,2016,74044,751,10353,143526,313200.0,9377600.0
5952,WIRTUALNA,2016,74044,751,10353,143526,313200.0,9377600.0
8507,AWBUD,2010,32046,1038,5461,80418,1159200.0,857700.0
3229,SKOK,2010,32046,1038,5461,80418,1159200.0,857700.0
640,07NFI,2008,24380,865,9160,48498,618163200.0,1168500.0
5530,BALTONA,2010,32046,1038,5461,80418,1159200.0,857700.0
7600,MIRACULUM,2013,62308,673,14845,119491,119939300.0,911300.0
9072,AVIASG,2016,74044,751,10353,143526,313200.0,9377600.0
10368,DELIA,2012,41583,738,13688,106601,140200.0,119939300.0
9078,PBOANIOLA,2009,23851,1089,4068,69283,1168500.0,1159200.0
6858,DEKPOL,2012,41583,738,13688,106601,140200.0,119939300.0
660,GTC,2015,68095,661,7154,130446,2932000.0,313200.0
9850,PEKPOL,2014,68630,687,10513,119065,911300.0,2932000.0
8638,BAHOLDING,2011,35340,817,11266,94012,857700.0,140200.0
130,TUP,2005,12126,520,1723,30845,9262800.0,6026400.0
5803,OVOSTAR,2010,32046,1038,5461,80418,1159200.0,857700.0
5271,KOLASTYNA,2011,35340,817,11266,94012,857700.0,140200.0
6876,PLAY,2017,74142,659,9388,148860,9377600.0,25500.0
10558,KRAKBROK,2007,16086,610,2677,41013,4073400.0,618163200.0
5433,BBIZENNFI,2017,74142,659,9388,148860,9377600.0,25500.0
10444,ANIMEX,2010,32046,1038,5461,80418,1159200.0,857700.0
5960,PZU,2011,35340,817,11266,94012,857700.0,140200.0
4338,NORTCOAST,2014,68630,687,10513,119065,911300.0,2932000.0
7013,R22,2011,35340,817,11266,94012,857700.0,140200.0
1072,HOOP,2011,35340,817,11266,94012,857700.0,140200.0
10593,PSG,2016,74044,751,10353,143526,313200.0,9377600.0
3217,HYPERION,2011,35340,817,11266,94012,857700.0,140200.0
9886,DROSED,2011,35340,817,11266,94012,857700.0,140200.0
2314,KROSNO,2005,12126,520,1723,30845,9262800.0,6026400.0
6620,SOPHARMA,2008,24380,865,9160,48498,618163200.0,1168500.0
3807,NOBLEBANK,2016,74044,751,10353,143526,313200.0,9377600.0
7111,PATENTUS,2005,12126,520,1723,30845,9262800.0,6026400.0
10113,BIELBAW,2017,74142,659,9388,148860,9377600.0,25500.0
6274,XTB,2013,62308,673,14845,119491,119939300.0,911300.0
3862,RAINBOW,2006,12720,624,1914,37316,6026400.0,4073400.0
3320,MAKARONPL,2010,32046,1038,5461,80418,1159200.0,857700.0
4754,EFH,2014,68630,687,10513,119065,911300.0,2932000.0
1959,NAFTA,2014,68630,687,10513,119065,911300.0,2932000.0
1482,HUTMEN,2005,12126,520,1723,30845,9262800.0,6026400.0
1327,TPSA,2006,12720,624,1914,37316,6026400.0,4073400.0
2421,BEDZIN,2008,24380,865,9160,48498,618163200.0,1168500.0
9041,AGROWILL,2011,35340,817,11266,94012,857700.0,140200.0
9530,DBPBC,2006,12720,624,1914,37316,6026400.0,4073400.0
791,BZWBK,2016,74044,751,10353,143526,313200.0,9377600.0
8699,INDATA,2007,16086,610,2677,41013,4073400.0,618163200.0
2593,INTERCARS,2011,35340,817,11266,94012,857700.0,140200.0
7198,JHMDEV,2014,68630,687,10513,119065,911300.0,2932000.0
1902,EFEKT,2009,23851,1089,4068,69283,1168500.0,1159200.0
9436,GARBARNIA,2016,74044,751,10353,143526,313200.0,9377600.0
1404,CENSTALGD,2005,12126,520,1723,30845,9262800.0,6026400.0
2807,LENTEX,2017,74142,659,9388,148860,9377600.0,25500.0
4767,POLICE,2014,68630,687,10513,119065,911300.0,2932000.0
91,BAUMA,2005,12126,520,1723,30845,9262800.0,6026400.0
8515,EUCO,2005,12126,520,1723,30845,9262800.0,6026400.0
8061,ATREM,2006,12720,624,1914,37316,6026400.0,4073400.0
1782,PROVIMROL,2006,12720,624,1914,37316,6026400.0,4073400.0
7208,MABION,2011,35340,817,11266,94012,857700.0,140200.0
2816,ELEKTRIM,2013,62308,673,14845,119491,119939300.0,911300.0
2660,LZPS,2013,62308,673,14845,119491,119939300.0,911300.0
9591,POZMEAT,2015,68095,661,7154,130446,2932000.0,313200.0
10215,ESPEBEPE,2015,68095,661,7154,130446,2932000.0,313200.0
7060,NOVATURAS,2006,12720,624,1914,37316,6026400.0,4073400.0
4504,INTERSPPL,2011,35340,817,11266,94012,857700.0,140200.0
1152,NETIA,2013,62308,673,14845,119491,119939300.0,911300.0
5785,CITYSERV,2005,12126,520,1723,30845,9262800.0,6026400.0
9914,STOMIL,2013,62308,673,14845,119491,119939300.0,911300.0
4097,EMCINSMED,2007,16086,610,2677,41013,4073400.0,618163200.0
6129,EDINVEST,2011,35340,817,11266,94012,857700.0,140200.0
4060,PAMAPOL,2009,23851,1089,4068,69283,1168500.0,1159200.0
903,LPP,2011,35340,817,11266,94012,857700.0,140200.0
893,PROCHEM,2014,68630,687,10513,119065,911300.0,2932000.0
5227,GINOROSSI,2006,12720,624,1914,37316,6026400.0,4073400.0
4277,FASTFIN,2005,12126,520,1723,30845,9262800.0,6026400.0
7761,COALENERG,2005,12126,520,1723,30845,9262800.0,6026400.0
10122,AMERBANK,2013,62308,673,14845,119491,119939300.0,911300.0
3689,CCIINT,2015,68095,661,7154,130446,2932000.0,313200.0
5568,KRVITAMIN,2009,23851,1089,4068,69283,1168500.0,1159200.0
9923,15HETMAN,2009,23851,1089,4068,69283,1168500.0,1159200.0
2012,WSIP,2015,68095,661,7154,130446,2932000.0,313200.0
3577,SILVANO,2007,16086,610,2677,41013,4073400.0,618163200.0
937,ELBUDOWA,2006,12720,624,1914,37316,6026400.0,4073400.0
4473,UNIBEP,2006,12720,624,1914,37316,6026400.0,4073400.0
54,BUDOPOL,2007,16086,610,2677,41013,4073400.0,618163200.0
3111,ACTION,2009,23851,1089,4068,69283,1168500.0,1159200.0
1134,GRUPAONET,2008,24380,865,9160,48498,618163200.0,1168500.0
2590,INTERCARS,2008,24380,865,9160,48498,618163200.0,1168500.0
2243,TRASINTUR,2012,41583,738,13688,106601,140200.0,119939300.0
3670,DROP,2009,23851,1089,4068,69283,1168500.0,1159200.0
3535,WIELTON,2017,74142,659,9388,148860,9377600.0,25500.0
3147,INTEGERPL,2006,12720,624,1914,37316,6026400.0,4073400.0
7106,I2DEV,2013,62308,673,14845,119491,119939300.0,911300.0
3375,ASSECOBS,2013,62308,673,14845,119491,119939300.0,911300.0
5644,SUNEX,2007,16086,610,2677,41013,4073400.0,618163200.0
10597,AURUM,2007,16086,610,2677,41013,4073400.0,618163200.0
9633,OPOCZNO,2005,12126,520,1723,30845,9262800.0,6026400.0
9264,GREMMEDIA,2013,62308,673,14845,119491,119939300.0,911300.0
8962,ROBYG,2010,32046,1038,5461,80418,1159200.0,857700.0
1537,06MAGNA,2008,24380,865,9160,48498,618163200.0,1168500.0
8305,VOTUM,2016,74044,751,10353,143526,313200.0,9377600.0
3736,WARIMPEX,2010,32046,1038,5461,80418,1159200.0,857700.0
4290,RAFAMET,2005,12126,520,1723,30845,9262800.0,6026400.0
1953,NAFTA,2008,24380,865,9160,48498,618163200.0,1168500.0
679,ELZAB,2008,24380,865,9160,48498,618163200.0,1168500.0
2617,TECHMEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
8063,ATREM,2008,24380,865,9160,48498,618163200.0,1168500.0
3264,MCLOGIC,2006,12720,624,1914,37316,6026400.0,4073400.0
10644,PLATIGE,2015,68095,661,7154,130446,2932000.0,313200.0
4915,ZREMB,2006,12720,624,1914,37316,6026400.0,4073400.0
2981,MAGELLAN,2009,23851,1089,4068,69283,1168500.0,1159200.0
3351,AZOTYTARNOW,2015,68095,661,7154,130446,2932000.0,313200.0
7187,PMPG,2016,74044,751,10353,143526,313200.0,9377600.0
1844,SWIECIE,2016,74044,751,10353,143526,313200.0,9377600.0
1628,NFIEMF,2008,24380,865,9160,48498,618163200.0,1168500.0
244,BETACOM,2015,68095,661,7154,130446,2932000.0,313200.0
3600,PCGUARD,2017,74142,659,9388,148860,9377600.0,25500.0
9189,WESTAISIC,2016,74044,751,10353,143526,313200.0,9377600.0
7384,KANIA,2005,12126,520,1723,30845,9262800.0,6026400.0
2108,FERRUM,2007,16086,610,2677,41013,4073400.0,618163200.0
3640,MOJ,2005,12126,520,1723,30845,9262800.0,6026400.0
10650,GREMISLTN,2008,24380,865,9160,48498,618163200.0,1168500.0
891,PROCHEM,2012,41583,738,13688,106601,140200.0,119939300.0
4328,OPTOPOL,2017,74142,659,9388,148860,9377600.0,25500.0
2056,SWISSMED,2007,16086,610,2677,41013,4073400.0,618163200.0
6531,MLPGROUP,2010,32046,1038,5461,80418,1159200.0,857700.0
4149,KONSSTALI,2007,16086,610,2677,41013,4073400.0,618163200.0
7019,R22,2017,74142,659,9388,148860,9377600.0,25500.0
9090,ANTI,2008,24380,865,9160,48498,618163200.0,1168500.0
5273,KOLASTYNA,2013,62308,673,14845,119491,119939300.0,911300.0
3034,KERNEL,2010,32046,1038,5461,80418,1159200.0,857700.0
9715,GEKOPLAST,2009,23851,1089,4068,69283,1168500.0,1159200.0
4881,BANKIER.PL,2011,35340,817,11266,94012,857700.0,140200.0
253,APATOR,2011,35340,817,11266,94012,857700.0,140200.0
92,BAUMA,2006,12720,624,1914,37316,6026400.0,4073400.0
1021,FARMACOL,2012,41583,738,13688,106601,140200.0,119939300.0
5136,GFPREMIUM,2006,12720,624,1914,37316,6026400.0,4073400.0
10379,COMPENSA,2010,32046,1038,5461,80418,1159200.0,857700.0
5735,WINVEST,2007,16086,610,2677,41013,4073400.0,618163200.0
9093,ANTI,2011,35340,817,11266,94012,857700.0,140200.0
10633,GREENECO,2017,74142,659,9388,148860,9377600.0,25500.0
7071,NOVATURAS,2017,74142,659,9388,148860,9377600.0,25500.0
3513,ULMA,2008,24380,865,9160,48498,618163200.0,1168500.0
7090,MAXCOM,2010,32046,1038,5461,80418,1159200.0,857700.0
6197,VANTAGE,2014,68630,687,10513,119065,911300.0,2932000.0
4970,CAMMEDIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
5928,ACAUTOGAZ,2005,12126,520,1723,30845,9262800.0,6026400.0
2529,WANDALEX,2012,41583,738,13688,106601,140200.0,119939300.0
1688,AMPLI,2016,74044,751,10353,143526,313200.0,9377600.0
7268,PRAIRIE,2006,12720,624,1914,37316,6026400.0,4073400.0
9272,MSXRESOUR,2008,24380,865,9160,48498,618163200.0,1168500.0
1871,EMAX,2017,74142,659,9388,148860,9377600.0,25500.0
646,07NFI,2014,68630,687,10513,119065,911300.0,2932000.0
1074,HOOP,2013,62308,673,14845,119491,119939300.0,911300.0
5494,SKYEUROPE,2013,62308,673,14845,119491,119939300.0,911300.0
1742,WARTA,2005,12126,520,1723,30845,9262800.0,6026400.0
3154,INTEGERPL,2013,62308,673,14845,119491,119939300.0,911300.0
9550,EFL,2013,62308,673,14845,119491,119939300.0,911300.0
10,ALCHEMIA,2015,68095,661,7154,130446,2932000.0,313200.0
3918,KPPD,2010,32046,1038,5461,80418,1159200.0,857700.0
3905,FOTA,2010,32046,1038,5461,80418,1159200.0,857700.0
6504,MBANK,2009,23851,1089,4068,69283,1168500.0,1159200.0
3507,KRAKCHEM,2015,68095,661,7154,130446,2932000.0,313200.0
669,WAWEL,2011,35340,817,11266,94012,857700.0,140200.0
4563,CEZ,2005,12126,520,1723,30845,9262800.0,6026400.0
8740,SCOPAK,2009,23851,1089,4068,69283,1168500.0,1159200.0
8309,SADOVAYA,2007,16086,610,2677,41013,4073400.0,618163200.0
3158,INTEGERPL,2017,74142,659,9388,148860,9377600.0,25500.0
10372,DELIA,2016,74044,751,10353,143526,313200.0,9377600.0
858,KOPEX,2005,12126,520,1723,30845,9262800.0,6026400.0
3526,WIELTON,2008,24380,865,9160,48498,618163200.0,1168500.0
7973,KCI,2009,23851,1089,4068,69283,1168500.0,1159200.0
9422,INVENTUM,2015,68095,661,7154,130446,2932000.0,313200.0
8650,KBDOM,2010,32046,1038,5461,80418,1159200.0,857700.0
5581,MASTERPHA,2009,23851,1089,4068,69283,1168500.0,1159200.0
251,APATOR,2009,23851,1089,4068,69283,1168500.0,1159200.0
6560,RAWLPLUG,2013,62308,673,14845,119491,119939300.0,911300.0
229,ENERGOPOL,2013,62308,673,14845,119491,119939300.0,911300.0
1583,STALPROD,2015,68095,661,7154,130446,2932000.0,313200.0
4795,BIPROMET,2016,74044,751,10353,143526,313200.0,9377600.0
882,ROPCZYCE,2016,74044,751,10353,143526,313200.0,9377600.0
1989,BUDIMEX,2005,12126,520,1723,30845,9262800.0,6026400.0
6803,FERRO,2009,23851,1089,4068,69283,1168500.0,1159200.0
874,ROPCZYCE,2008,24380,865,9160,48498,618163200.0,1168500.0
9612,TRASTYCHY,2010,32046,1038,5461,80418,1159200.0,857700.0
6671,WITTCHEN,2007,16086,610,2677,41013,4073400.0,618163200.0
113,CCC,2014,68630,687,10513,119065,911300.0,2932000.0
6128,EDINVEST,2010,32046,1038,5461,80418,1159200.0,857700.0
8783,CUBEITG,2013,62308,673,14845,119491,119939300.0,911300.0
6255,PFLEIDER,2007,16086,610,2677,41013,4073400.0,618163200.0
9060,DMWDM,2017,74142,659,9388,148860,9377600.0,25500.0
537,PKNORLEN,2009,23851,1089,4068,69283,1168500.0,1159200.0
3601,WIKANA,2005,12126,520,1723,30845,9262800.0,6026400.0
4807,SFINKS,2015,68095,661,7154,130446,2932000.0,313200.0
1759,WOLCZANKA,2009,23851,1089,4068,69283,1168500.0,1159200.0
9034,PELION,2017,74142,659,9388,148860,9377600.0,25500.0
2651,GROCLIN,2017,74142,659,9388,148860,9377600.0,25500.0
10289,MOSTALGD,2011,35340,817,11266,94012,857700.0,140200.0
7691,LIBET,2013,62308,673,14845,119491,119939300.0,911300.0
1497,NORDEABP,2007,16086,610,2677,41013,4073400.0,618163200.0
593,KOGENERA,2013,62308,673,14845,119491,119939300.0,911300.0
9368,KERDOS,2013,62308,673,14845,119491,119939300.0,911300.0
5361,PRONOX,2010,32046,1038,5461,80418,1159200.0,857700.0
8464,TBULL,2006,12720,624,1914,37316,6026400.0,4073400.0
10300,APEXIM,2009,23851,1089,4068,69283,1168500.0,1159200.0
6513,LOKUM,2005,12126,520,1723,30845,9262800.0,6026400.0
6589,PCCEXOL,2016,74044,751,10353,143526,313200.0,9377600.0
7020,PKPCARGO,2005,12126,520,1723,30845,9262800.0,6026400.0
296,ELEKTROEX,2015,68095,661,7154,130446,2932000.0,313200.0
2703,13FORTUNA,2017,74142,659,9388,148860,9377600.0,25500.0
5009,NETMEDIA,2009,23851,1089,4068,69283,1168500.0,1159200.0
9110,NOVAKBM,2015,68095,661,7154,130446,2932000.0,313200.0
4816,INTROL,2011,35340,817,11266,94012,857700.0,140200.0
10039,BCZ,2008,24380,865,9160,48498,618163200.0,1168500.0
1429,SUWARY,2017,74142,659,9388,148860,9377600.0,25500.0
6443,ASSECOSEE,2013,62308,673,14845,119491,119939300.0,911300.0
628,IGROUP,2009,23851,1089,4068,69283,1168500.0,1159200.0
6499,SANPL2,2017,74142,659,9388,148860,9377600.0,25500.0
7478,FEERUM,2008,24380,865,9160,48498,618163200.0,1168500.0
1877,MEDIATEL,2010,32046,1038,5461,80418,1159200.0,857700.0
2089,LDASA,2014,68630,687,10513,119065,911300.0,2932000.0
887,PROCHEM,2008,24380,865,9160,48498,618163200.0,1168500.0
1686,AMPLI,2014,68630,687,10513,119065,911300.0,2932000.0
1816,INSTALKRK,2014,68630,687,10513,119065,911300.0,2932000.0
9867,HYDROGD,2005,12126,520,1723,30845,9262800.0,6026400.0
7272,PRAIRIE,2010,32046,1038,5461,80418,1159200.0,857700.0
933,ENERGOPN,2015,68095,661,7154,130446,2932000.0,313200.0
4080,COMPLEX,2016,74044,751,10353,143526,313200.0,9377600.0
6787,LABOPRINT,2006,12720,624,1914,37316,6026400.0,4073400.0
8338,URSUS,2010,32046,1038,5461,80418,1159200.0,857700.0
1312,ABG,2017,74142,659,9388,148860,9377600.0,25500.0
1747,WARTA,2010,32046,1038,5461,80418,1159200.0,857700.0
5058,KOFOLA,2006,12720,624,1914,37316,6026400.0,4073400.0
9743,AATHOLD,2011,35340,817,11266,94012,857700.0,140200.0
7486,FEERUM,2016,74044,751,10353,143526,313200.0,9377600.0
4441,KREZUS,2013,62308,673,14845,119491,119939300.0,911300.0
2735,SPIN,2010,32046,1038,5461,80418,1159200.0,857700.0
2927,CHEMOS,2007,16086,610,2677,41013,4073400.0,618163200.0
9495,ROLIMPEX,2010,32046,1038,5461,80418,1159200.0,857700.0
3197,ERGIS,2017,74142,659,9388,148860,9377600.0,25500.0
5740,WINVEST,2012,41583,738,13688,106601,140200.0,119939300.0
2686,STALEXP,2013,62308,673,14845,119491,119939300.0,911300.0
9683,INWESTCON,2016,74044,751,10353,143526,313200.0,9377600.0
4137,UNICREDIT,2008,24380,865,9160,48498,618163200.0,1168500.0
8882,ADVGRUPA,2008,24380,865,9160,48498,618163200.0,1168500.0
8487,VENTUREIN,2016,74044,751,10353,143526,313200.0,9377600.0
10547,LUKBUT,2009,23851,1089,4068,69283,1168500.0,1159200.0
8267,PBSFINANSE,2017,74142,659,9388,148860,9377600.0,25500.0
2922,IZOLACJA,2015,68095,661,7154,130446,2932000.0,313200.0
9924,15HETMAN,2010,32046,1038,5461,80418,1159200.0,857700.0
3263,MCLOGIC,2005,12126,520,1723,30845,9262800.0,6026400.0
8135,OAT,2015,68095,661,7154,130446,2932000.0,313200.0
1794,ALMA,2005,12126,520,1723,30845,9262800.0,6026400.0
2262,HYGIENIKA,2005,12126,520,1723,30845,9262800.0,6026400.0
1648,PEKAES,2015,68095,661,7154,130446,2932000.0,313200.0
827,ARTMAN,2013,62308,673,14845,119491,119939300.0,911300.0
5132,ESSYSTEM,2015,68095,661,7154,130446,2932000.0,313200.0
7902,INTERBUD,2016,74044,751,10353,143526,313200.0,9377600.0
1984,DZPOLSKA,2013,62308,673,14845,119491,119939300.0,911300.0
10308,APEXIM,2017,74142,659,9388,148860,9377600.0,25500.0
5805,OVOSTAR,2012,41583,738,13688,106601,140200.0,119939300.0
58,BUDOPOL,2011,35340,817,11266,94012,857700.0,140200.0
8886,ADVGRUPA,2012,41583,738,13688,106601,140200.0,119939300.0
4547,BIOTON,2015,68095,661,7154,130446,2932000.0,313200.0
4784,BIPROMET,2005,12126,520,1723,30845,9262800.0,6026400.0
1947,EKODROB,2015,68095,661,7154,130446,2932000.0,313200.0
6789,LABOPRINT,2008,24380,865,9160,48498,618163200.0,1168500.0
10529,POLAR,2017,74142,659,9388,148860,9377600.0,25500.0
10187,GKI,2013,62308,673,14845,119491,119939300.0,911300.0
5879,COMPERIA,2008,24380,865,9160,48498,618163200.0,1168500.0
7962,IZOSTAL,2011,35340,817,11266,94012,857700.0,140200.0
6780,ENEA,2012,41583,738,13688,106601,140200.0,119939300.0
2479,NOVITA,2014,68630,687,10513,119065,911300.0,2932000.0
4752,EFH,2012,41583,738,13688,106601,140200.0,119939300.0
4891,POLAQUA,2008,24380,865,9160,48498,618163200.0,1168500.0
2804,LENTEX,2014,68630,687,10513,119065,911300.0,2932000.0
7353,BOWIM,2013,62308,673,14845,119491,119939300.0,911300.0
852,PUE,2012,41583,738,13688,106601,140200.0,119939300.0
5954,PZU,2005,12126,520,1723,30845,9262800.0,6026400.0
5769,ORION,2015,68095,661,7154,130446,2932000.0,313200.0
6073,GPRE,2007,16086,610,2677,41013,4073400.0,618163200.0
5309,SKYLINE,2010,32046,1038,5461,80418,1159200.0,857700.0
10452,BETONSTAL,2005,12126,520,1723,30845,9262800.0,6026400.0
4364,SONEL,2014,68630,687,10513,119065,911300.0,2932000.0
8902,BGZ,2015,68095,661,7154,130446,2932000.0,313200.0
9416,INVENTUM,2009,23851,1089,4068,69283,1168500.0,1159200.0
263,04PRO,2008,24380,865,9160,48498,618163200.0,1168500.0
4470,BOMI,2016,74044,751,10353,143526,313200.0,9377600.0
9960,GASTELZUR,2007,16086,610,2677,41013,4073400.0,618163200.0
9702,WDX,2009,23851,1089,4068,69283,1168500.0,1159200.0
6799,FERRO,2005,12126,520,1723,30845,9262800.0,6026400.0
6967,GPW,2017,74142,659,9388,148860,9377600.0,25500.0
4757,EFH,2017,74142,659,9388,148860,9377600.0,25500.0
9379,TELEPOLSKA,2011,35340,817,11266,94012,857700.0,140200.0
9599,STERPRO,2010,32046,1038,5461,80418,1159200.0,857700.0
6280,NEWAG,2006,12720,624,1914,37316,6026400.0,4073400.0
10464,BETONSTAL,2017,74142,659,9388,148860,9377600.0,25500.0
3946,UNIMA,2012,41583,738,13688,106601,140200.0,119939300.0
8831,PTI,2009,23851,1089,4068,69283,1168500.0,1159200.0
2676,AMICA,2016,74044,751,10353,143526,313200.0,9377600.0
4618,ZPUE,2008,24380,865,9160,48498,618163200.0,1168500.0
4492,NTTSYSTEM,2012,41583,738,13688,106601,140200.0,119939300.0
8800,PGODLEW,2017,74142,659,9388,148860,9377600.0,25500.0
8085,SYNEKTIK,2017,74142,659,9388,148860,9377600.0,25500.0
7974,KCI,2010,32046,1038,5461,80418,1159200.0,857700.0
1815,INSTALKRK,2013,62308,673,14845,119491,119939300.0,911300.0
3598,PCGUARD,2015,68095,661,7154,130446,2932000.0,313200.0
9568,BICK,2005,12126,520,1723,30845,9262800.0,6026400.0
4961,ORCOGROUP,2013,62308,673,14845,119491,119939300.0,911300.0
9002,NEWWORLDN,2011,35340,817,11266,94012,857700.0,140200.0
687,ELZAB,2016,74044,751,10353,143526,313200.0,9377600.0
7556,ZAMET,2008,24380,865,9160,48498,618163200.0,1168500.0
2574,POLLENAE,2005,12126,520,1723,30845,9262800.0,6026400.0
8107,STELMET,2013,62308,673,14845,119491,119939300.0,911300.0
615,ELSTAROIL,2009,23851,1089,4068,69283,1168500.0,1159200.0
7717,INVISTA,2013,62308,673,14845,119491,119939300.0,911300.0
1679,AMPLI,2007,16086,610,2677,41013,4073400.0,618163200.0
6487,SANPL2,2005,12126,520,1723,30845,9262800.0,6026400.0
6497,SANPL2,2015,68095,661,7154,130446,2932000.0,313200.0
6546,AIRWAY,2012,41583,738,13688,106601,140200.0,119939300.0
3896,PEP,2014,68630,687,10513,119065,911300.0,2932000.0
3401,DOMDEV,2013,62308,673,14845,119491,119939300.0,911300.0
5208,CENTROZAP,2013,62308,673,14845,119491,119939300.0,911300.0
2494,TALEX,2016,74044,751,10353,143526,313200.0,9377600.0
4703,MIRBUD,2015,68095,661,7154,130446,2932000.0,313200.0
8283,QUERCUS,2007,16086,610,2677,41013,4073400.0,618163200.0
908,LPP,2016,74044,751,10353,143526,313200.0,9377600.0
9349,SKYSTONE,2007,16086,610,2677,41013,4073400.0,618163200.0
3334,NEWWORLDR,2011,35340,817,11266,94012,857700.0,140200.0
4095,EMCINSMED,2005,12126,520,1723,30845,9262800.0,6026400.0
9091,ANTI,2009,23851,1089,4068,69283,1168500.0,1159200.0
1136,GRUPAONET,2010,32046,1038,5461,80418,1159200.0,857700.0
5139,GFPREMIUM,2009,23851,1089,4068,69283,1168500.0,1159200.0
2080,LDASA,2005,12126,520,1723,30845,9262800.0,6026400.0
6382,OEX,2017,74142,659,9388,148860,9377600.0,25500.0
4436,KREZUS,2008,24380,865,9160,48498,618163200.0,1168500.0
1843,SWIECIE,2015,68095,661,7154,130446,2932000.0,313200.0
9974,KOFOL,2008,24380,865,9160,48498,618163200.0,1168500.0
5292,BBICAPNFI,2006,12720,624,1914,37316,6026400.0,4073400.0
8036,ABADONRE,2007,16086,610,2677,41013,4073400.0,618163200.0
9799,OLAWA,2015,68095,661,7154,130446,2932000.0,313200.0
1222,JCAUTO,2005,12126,520,1723,30845,9262800.0,6026400.0
9828,OKOCIM,2005,12126,520,1723,30845,9262800.0,6026400.0
4153,KONSSTALI,2011,35340,817,11266,94012,857700.0,140200.0
5322,CPENERGIA,2010,32046,1038,5461,80418,1159200.0,857700.0
10700,POLMOSLBN,2006,12720,624,1914,37316,6026400.0,4073400.0
5080,PRIMAMODA,2015,68095,661,7154,130446,2932000.0,313200.0
